realization	parameter	index	value
64	kd	4	
64	kd	5	
64	kd	6	
64	kd	7	
64	kf	0	0.4961519538547123
64	kf	1	0.49394368378769526
64	kf	2	0.4541920120362542
64	kf	3	0.03695598618108369
64	kf	4	0.8961537669685589
64	kf	5	0.592623878210465
64	kf	6	1.0
64	kf	7	0.6268610561396678
65	kd	0	
65	kd	1	
65	kd	2	
65	kd	3	
65	kd	4	
65	kd	5	
65	kd	6	
65	kd	7	
65	kf	0	0.5100629867880603
65	kf	1	0.1415449315538045
65	kf	2	0.7823335932847723
65	kf	3	0.5998033204705381
65	kf	4	1.0
65	kf	5	0.15741404423521793
65	kf	6	0.1901425955940391
65	kf	7	0.052879460311688116
66	kd	0	
66	kd	1	
66	kd	2	
66	kd	3	
66	kd	4	
66	kd	5	
66	kd	6	
66	kd	7	
66	kd	8	
66	kd	9	
66	kd	10	
66	kf	0	0.32755806885528643
66	kf	1	0.517934283868202
66	kf	2	0.27179567341271355
66	kf	3	0.23297248382924687
66	kf	4	1.0
66	kf	5	0.3284686712941557
66	kf	6	0.6551218499325244
66	kf	7	0.6986617765234107
66	kf	8	0.6200320179200073
66	kf	9	0.4576785271441645
66	kf	10	0.06868311556752052
67	kd	0	
67	kd	1	
67	kd	2	
67	kd	3	
67	kd	4	
67	kd	5	
67	kd	6	
67	kd	7	
67	kd	8	
67	kd	9	
67	kf	0	0.6824373027067808
67	kf	1	0.3373949814962622
67	kf	2	0.006179817095751133
67	kf	3	0.8167076781526132
67	kf	4	0.09478574528682725
67	kf	5	0.20831214899830328
67	kf	6	1.0
67	kf	7	0.9715849077782869
67	kf	8	0.8117550704181271
67	kf	9	0.3460390678995285
68	kd	0	
68	kd	1	
68	kd	2	
68	kd	3	
68	kd	4	
68	kd	5	
68	kd	6	
68	kd	7	
68	kd	8	
68	kf	0	0.17267280572457072
68	kf	1	0.38359200561005136
68	kf	2	0.8587324418016815
68	kf	3	0.17241934123059013
68	kf	4	0.5091514968482682
68	kf	5	1.0
68	kf	6	0.09238448056812043
68	kf	7	0.9020352999553697
68	kf	8	0.3283860535456526
69	kd	0	
69	kd	1	
69	kd	2	
69	kd	3	
69	kd	4	
69	kd	5	
69	kd	6	
69	kd	7	
69	kd	8	
69	kd	9	
69	kd	10	
69	kd	11	
69	kf	0	0.014583080019083983
69	kf	1	0.10233324577824174
69	kf	2	0.5172306406343492
69	kf	3	0.7438830619813245
69	kf	4	0.08059369656701094
69	kf	5	0.13511758298213652
69	kf	6	0.6849722884830265
69	kf	7	0.8419809600018625
69	kf	8	0.7732179090764144
69	kf	9	1.0
69	kf	10	0.7849428544313525
69	kf	11	0.844188014575042
70	kd	0	
70	kd	1	
70	kd	2	
70	kd	3	
70	kd	4	
70	kd	5	
70	kd	6	
70	kd	7	
70	kd	8	
70	kd	9	
70	kd	10	
70	kf	0	0.801770830239002
70	kf	1	0.968884094016875
70	kf	2	0.44538149755321726
70	kf	3	0.7115007919198023
70	kf	4	1.0
70	kf	5	0.9577698289789655
70	kf	6	0.6135842408717588
70	kf	7	0.5010198740113083
70	kf	8	0.8756901857880564
70	kf	9	0.7091197830610793
70	kf	10	0.3017361186016742
71	kd	0	
71	kd	1	
71	kd	2	
71	kd	3	
71	kd	4	
71	kd	5	
71	kd	6	
71	kd	7	
71	kf	0	0.2195010287136894
71	kf	1	1.0
71	kf	2	0.4643852898098036
71	kf	3	0.23170191209310181
71	kf	4	0.7524672699168723
71	kf	5	0.11384721740001207
71	kf	6	0.2657075796389532
71	kf	7	0.1010727428937684
72	kd	0	
72	kd	1	
72	kd	2	
72	kd	3	
72	kd	4	
72	kd	5	
72	kd	6	
72	kd	7	
72	kd	8	
72	kd	9	
72	kd	10	
72	kf	0	0.16056076191632213
72	kf	1	1.0
72	kf	2	0.08701526504520982
72	kf	3	0.7428754365356651
72	kf	4	0.33138220883885056
72	kf	5	0.8242828460456398
72	kf	6	0.07406451838984202
72	kf	7	0.4918552264445998
72	kf	8	0.33407912544897084
72	kf	9	0.8408814879551891
72	kf	10	0.4054113363471298
73	kd	0	
73	kd	1	
73	kd	2	
73	kd	3	
73	kd	4	
73	kd	5	
73	kd	6	
73	kd	7	
73	kd	8	
73	kd	9	
73	kd	10	
73	kf	0	0.6900895487385411
73	kf	1	0.48775182622606866
73	kf	2	0.3854099205609068
73	kf	3	0.5378565375516547
73	kf	4	0.7928743874565212
73	kf	5	0.7009793003927461
73	kf	6	1.0
73	kf	7	0.9592382179476173
73	kf	8	0.004767759799592886
73	kf	9	0.3580138294584255
73	kf	10	0.30104024501137566
74	kd	0	
74	kd	1	
74	kd	2	
74	kd	3	
74	kd	4	
74	kd	5	
74	kd	6	
74	kd	7	
74	kd	8	
74	kf	0	0.6135251190956043
74	kf	1	0.6785229497363686
74	kf	2	1.0
74	kf	3	0.2845723531781714
74	kf	4	0.1840893032815235
74	kf	5	0.16671616472225614
74	kf	6	0.37155954384964324
74	kf	7	0.3473317123727626
74	kf	8	0.1642383710972641
75	kd	0	
75	kd	1	
75	kd	2	
75	kd	3	
75	kd	4	
75	kd	5	
75	kd	6	
75	kf	0	0.29215122559463674
75	kf	1	1.0
75	kf	2	0.6312592822104699
75	kf	3	0.03364156321990191
75	kf	4	0.4087736746615743
75	kf	5	0.7577261618515058
75	kf	6	0.9122341131434561
76	kd	0	
76	kd	1	
76	kd	2	
76	kd	3	
76	kd	4	
76	kd	5	
76	kd	6	
76	kd	7	
76	kd	8	
76	kd	9	
76	kd	10	
76	kf	0	0.4873567814464222
76	kf	1	0.8720114200988639
76	kf	2	0.9205956320377733
76	kf	3	0.42493677005942965
76	kf	4	1.0
76	kf	5	0.04794513850841453
76	kf	6	0.12690224037007972
76	kf	7	0.8784807551372382
76	kf	8	0.4181463286523087
76	kf	9	0.10543085590461522
76	kf	10	0.46008861920211147
77	kd	0	
77	kd	1	
77	kd	2	
77	kd	3	
77	kd	4	
77	kd	5	
77	kd	6	
77	kd	7	
77	kd	8	
77	kd	9	
77	kf	0	1.0
77	kf	1	0.481023503478707
77	kf	2	0.8653854005343351
77	kf	3	0.18004956553906154
77	kf	4	0.2515105148620337
77	kf	5	0.30940599734676727
77	kf	6	0.7770460562446012
77	kf	7	0.3648991058656323
77	kf	8	0.2682543951617136
77	kf	9	0.033234437645307154
78	kd	0	
78	kd	1	
78	kd	2	
78	kd	3	
78	kd	4	
78	kd	5	
78	kd	6	
78	kd	7	
78	kd	8	
78	kd	9	
78	kd	10	
78	kf	0	0.9076029659818757
78	kf	1	0.22133586746237321
78	kf	2	1.0
78	kf	3	0.28395720891873477
78	kf	4	0.4403750857479712
78	kf	5	0.4380166283850381
78	kf	6	0.25615198131646727
78	kf	7	0.3478428752723633
78	kf	8	0.34008986903953314
78	kf	9	0.7305177218401709
78	kf	10	0.8225213241724885
79	kd	0	
79	kd	1	
79	kd	2	
79	kd	3	
79	kd	4	
79	kd	5	
79	kd	6	
79	kd	7	
79	kd	8	
79	kd	9	
79	kf	0	1.0
79	kf	1	0.6788168683873856
79	kf	2	0.4943299569536004
79	kf	3	0.44648499237546996
79	kf	4	0.6583632233744824
79	kf	5	0.7375179091919223
79	kf	6	0.8100487122725628
79	kf	7	0.14699156665268764
79	kf	8	0.6888921833197538
79	kf	9	0.21235241595105406
80	kd	0	
80	kd	1	
80	kd	2	
80	kd	3	
80	kd	4	
80	kd	5	
80	kd	6	
80	kd	7	
80	kf	0	0.05468113122330221
80	kf	1	0.31648552662801666
80	kf	2	0.10181647713357864
80	kf	3	0.1583322381999406
80	kf	4	0.9165834564955703
80	kf	5	1.0
80	kf	6	0.04892778620908268
80	kf	7	0.8704219621970416
81	kd	0	
81	kd	1	
81	kd	2	
81	kd	3	
81	kd	4	
81	kd	5	
81	kd	6	
81	kd	7	
81	kd	8	
81	kd	9	
81	kd	10	
81	kf	0	1.0
81	kf	1	0.8070984898776623
81	kf	2	0.08474596777195789
81	kf	3	0.38644389012172053
81	kf	4	0.06168947685541268
81	kf	5	0.44062519885046636
81	kf	6	0.11398348280132055
81	kf	7	0.8970750504076168
81	kf	8	0.9522926147669487
81	kf	9	0.4824409657978407
81	kf	10	0.4293764223876217
82	kd	0	
82	kd	1	
82	kd	2	
82	kd	3	
82	kd	4	
82	kd	5	
82	kd	6	
82	kd	7	
82	kd	8	
82	kd	9	
82	kf	0	0.5827269273861616
82	kf	1	0.9621731597158438
82	kf	2	0.027904242781337383
82	kf	3	0.9537884638858181
82	kf	4	1.0
82	kf	5	0.8603966734905121
82	kf	6	0.8231602170161564
82	kf	7	0.4076926871971834
82	kf	8	0.4035279037069179
82	kf	9	0.2923486560065506
83	kd	0	
83	kd	1	
83	kd	2	
83	kd	3	
83	kd	4	
83	kd	5	
83	kd	6	
83	kf	0	0.0417175446822459
83	kf	1	1.0
83	kf	2	0.26315106025752333
83	kf	3	0.9751569050613953
83	kf	4	0.19272227081894974
83	kf	5	0.516714204074464
83	kf	6	0.7860126837344561
84	kd	0	
84	kd	1	
84	kd	2	
84	kd	3	
84	kd	4	
84	kd	5	
84	kd	6	
84	kd	7	
84	kd	8	
84	kd	9	
84	kd	10	
84	kd	11	
84	kf	0	0.5841922060734512
84	kf	1	0.3864182514890926
84	kf	2	0.6363558527571375
84	kf	3	0.2301935022461282
84	kf	4	0.9832189437000811
84	kf	5	0.2964611337299923
84	kf	6	1.0
84	kf	7	0.6045581395843168
84	kf	8	0.2936633339699336
84	kf	9	0.633381129146315
84	kf	10	0.2532734309853437
84	kf	11	0.5695671945234101
85	kd	0	
85	kd	1	
85	kd	2	
85	kd	3	
85	kd	4	
85	kd	5	
85	kd	6	
85	kd	7	
85	kd	8	
85	kd	9	
85	kf	0	0.7203496272336986
85	kf	1	1.0
85	kf	2	0.26956445056663664
85	kf	3	0.39610851837690214
85	kf	4	0.3429629062365475
85	kf	5	0.7942808810505113
85	kf	6	0.5035190777722511
85	kf	7	0.5223566997479374
85	kf	8	0.35729325872008444
85	kf	9	0.9396932799514196
86	kd	0	
86	kd	1	
86	kd	2	
86	kd	3	
86	kd	4	
86	kd	5	
86	kd	6	
86	kd	7	
86	kd	8	
86	kd	9	
86	kd	10	
86	kf	0	0.8805242521267211
86	kf	1	0.39664139451845953
86	kf	2	0.08023650147422352
86	kf	3	1.0
86	kf	4	0.9815058702877719
86	kf	5	0.2844085001772133
86	kf	6	0.8147345662067553
86	kf	7	0.284062650646489
86	kf	8	0.1657235439541096
86	kf	9	0.10403146621869669
86	kf	10	0.2647594993454974
87	kd	0	
87	kd	1	
87	kd	2	
87	kd	3	
87	kd	4	
87	kd	5	
87	kd	6	
87	kd	7	
87	kd	8	
87	kd	9	
87	kd	10	
87	kf	0	0.5507867143271796
87	kf	1	0.08921582031783065
87	kf	2	0.2157985819971085
87	kf	3	0.9980638545573196
87	kf	4	0.03524986422059684
87	kf	5	0.21049089026034012
87	kf	6	1.0
87	kf	7	0.7179455919733045
87	kf	8	0.4398493347127268
87	kf	9	0.2932875719585668
87	kf	10	0.2319311238951247
88	kd	0	
88	kd	1	
88	kd	2	
88	kd	3	
88	kd	4	
88	kd	5	
88	kd	6	
88	kd	7	
88	kd	8	
88	kf	0	0.94447047166787
88	kf	1	0.8236250831812686
88	kf	2	0.7563531727389395
88	kf	3	0.883086166081763
88	kf	4	0.6382007238225482
88	kf	5	0.20948624714702402
88	kf	6	1.0
88	kf	7	0.8611265191872187
88	kf	8	0.009984826978743895
89	kd	0	
89	kd	1	
89	kd	2	
89	kd	3	
89	kd	4	
89	kd	5	
89	kf	0	0.8044334690398947
89	kf	1	1.0
89	kf	2	0.0021212027028618408
89	kf	3	0.9555321468543891
89	kf	4	0.6037388946019884
89	kf	5	0.8503752414343656
90	kd	0	
90	kd	1	
90	kd	2	
90	kd	3	
90	kd	4	
90	kd	5	
90	kd	6	
90	kd	7	
90	kd	8	
90	kd	9	
90	kd	10	
90	kd	11	
90	kf	0	0.28155581124682943
90	kf	1	1.0
90	kf	2	0.5730152115289489
90	kf	3	0.7720917704313416
90	kf	4	0.4250050485550815
90	kf	5	0.6494484232939141
90	kf	6	0.06763395331824659
90	kf	7	0.039968365151033504
90	kf	8	0.04991755632166623
90	kf	9	0.5319064887127741
90	kf	10	0.20755154238951432
90	kf	11	0.3238048435107611
91	kd	0	
91	kd	1	
91	kd	2	
91	kd	3	
91	kd	4	
91	kd	5	
91	kd	6	
91	kd	7	
91	kd	8	
91	kf	0	0.5431921861361201
91	kf	1	0.9290099414910269
91	kf	2	0.08141889858430902
91	kf	3	0.9192002109698937
91	kf	4	0.3899615525611433
91	kf	5	1.0
91	kf	6	0.07203731742981127
91	kf	7	0.8606249747625077
91	kf	8	0.19786886810953583
92	kd	0	
92	kd	1	
92	kd	2	
92	kd	3	
92	kd	4	
92	kd	5	
92	kd	6	
92	kd	7	
92	kf	0	0.9136806871746538
92	kf	1	0.5932031816991897
92	kf	2	0.19841505180046276
92	kf	3	1.0
92	kf	4	0.6848366986222137
92	kf	5	0.9478884908362348
92	kf	6	0.13061286424409446
92	kf	7	0.07437011897350082
93	kd	0	
93	kd	1	
93	kd	2	
93	kd	3	
93	kd	4	
93	kd	5	
93	kd	6	
93	kd	7	
93	kd	8	
93	kf	0	0.2577833869917572
93	kf	1	0.3557012906938188
93	kf	2	1.0
93	kf	3	0.3458018849332358
93	kf	4	0.9506790734566412
93	kf	5	0.2329437716670307
93	kf	6	0.6557060860255935
93	kf	7	0.40390312882058843
93	kf	8	0.4622464677044214
94	kd	0	
94	kd	1	
94	kd	2	
94	kd	3	
94	kd	4	
94	kd	5	
94	kd	6	
94	kd	7	
94	kd	8	
94	kd	9	
94	kd	10	
94	kf	0	0.17095072350007048
94	kf	1	0.14391998548477783
94	kf	2	1.0
94	kf	3	0.7777268875821799
94	kf	4	0.06590303763848503
94	kf	5	0.3687675125992414
94	kf	6	0.13878588844391096
94	kf	7	0.7105977950466544
94	kf	8	0.6141321295255864
94	kf	9	0.9756657853413326
94	kf	10	0.3508586810646489
95	kd	0	
95	kd	1	
95	kd	2	
95	kd	3	
95	kd	4	
95	kd	5	
95	kd	6	
95	kd	7	
95	kd	8	
95	kd	9	
95	kd	10	
95	kf	0	0.13827059894538218
95	kf	1	1.0
95	kf	2	0.7880493562065116
95	kf	3	0.13300270665105973
95	kf	4	0.912418108209644
95	kf	5	0.607993793942208
95	kf	6	0.716617025048482
95	kf	7	0.9783604256107203
95	kf	8	0.04596573606303103
95	kf	9	0.8882691729449168
95	kf	10	0.02480162392647752
96	kd	0	
96	kd	1	
96	kd	2	
96	kd	3	
96	kd	4	
96	kd	5	
96	kf	0	0.7405019912267147
96	kf	1	1.0
96	kf	2	0.4056438217532065
96	kf	3	0.5620766477483902
96	kf	4	0.6633044756587817
96	kf	5	0.8690938194203219
97	kd	0	
97	kd	1	
97	kd	2	
97	kd	3	
97	kf	0	1.0
97	kf	1	0.05688082198103791
97	kf	2	0.035359998151286945
97	kf	3	0.8381642076992447
98	kd	0	
98	kd	1	
98	kd	2	
98	kd	3	
98	kf	0	0.09877287536326233
98	kf	1	1.0
98	kf	2	0.9991854491227924
98	kf	3	0.46118752390022877
99	kd	0	
99	kd	1	
99	kd	2	
99	kd	3	
99	kf	0	0.6887761929678714
99	kf	1	1.0
99	kf	2	0.3160628540343649
99	kf	3	0.18314297905581978
100	kd	0	
100	kd	1	
100	kd	2	
100	kd	3	
100	kd	4	
100	kd	5	
100	kd	6	
100	kd	7	
100	kf	0	1.0
100	kf	1	0.4632148922982902
100	kf	2	0.1781714255365908
100	kf	3	0.9927335760969008
100	kf	4	0.46147825159492034
100	kf	5	0.30384434718302056
100	kf	6	0.7876072056897218
100	kf	7	0.7191222710891247
101	kd	0	
101	kd	1	
101	kd	2	
101	kd	3	
101	kd	4	
101	kd	5	
101	kf	0	0.5661085095513659
101	kf	1	0.9865140112200979
101	kf	2	0.11740742144023283
101	kf	3	0.49951980505822835
101	kf	4	0.0937940528331964
101	kf	5	1.0
102	kd	0	
102	kd	1	
102	kd	2	
102	kd	3	
102	kd	4	
102	kd	5	
102	kd	6	
102	kd	7	
102	kd	8	
102	kd	9	
102	kd	10	
102	kf	0	0.017258823942909046
102	kf	1	0.9853519308986946
102	kf	2	0.1637504774615301
102	kf	3	0.39730800598639576
102	kf	4	0.8187008623620408
102	kf	5	1.0
102	kf	6	0.46453336553772756
102	kf	7	0.999647843426966
102	kf	8	0.4066722201542557
102	kf	9	0.14588024910242095
102	kf	10	0.8467503218561347
103	kd	0	
103	kd	1	
103	kd	2	
103	kd	3	
103	kd	4	
103	kd	5	
103	kd	6	
103	kd	7	
103	kf	0	1.0
103	kf	1	0.025185871891144913
103	kf	2	0.04132433816155886
103	kf	3	0.5154051452327828
103	kf	4	0.23736406497505572
103	kf	5	0.2269285479966717
103	kf	6	0.5430011907370972
103	kf	7	0.8630667001104295
104	kd	0	
104	kd	1	
104	kd	2	
104	kd	3	
104	kd	4	
104	kd	5	
104	kd	6	
104	kd	7	
104	kd	8	
104	kd	9	
104	kd	10	
104	kf	0	1.0
104	kf	1	0.7716169951162639
104	kf	2	0.4053077239647402
104	kf	3	0.66485418654087
104	kf	4	0.9781276400298651
104	kf	5	0.6282261712257877
104	kf	6	0.7361380936949771
104	kf	7	0.8789683478094898
104	kf	8	0.08096202070220918
104	kf	9	0.6293650666887777
104	kf	10	0.7392986420586853
105	kd	0	
105	kd	1	
105	kd	2	
105	kd	3	
105	kd	4	
105	kd	5	
105	kd	6	
105	kd	7	
105	kf	0	0.8551732707812683
105	kf	1	0.7969479615066657
105	kf	2	0.8666448995998732
105	kf	3	0.385211778961195
105	kf	4	0.6200439734269134
105	kf	5	1.0
105	kf	6	0.4194791167096785
105	kf	7	0.9712622843687758
106	kd	0	
106	kd	1	
106	kd	2	
106	kd	3	
106	kd	4	
106	kd	5	
106	kd	6	
106	kd	7	
106	kd	8	
106	kd	9	
106	kf	0	0.7389280570075287
106	kf	1	0.2561165557823531
106	kf	2	1.0
106	kf	3	0.28154581274781726
106	kf	4	0.6270888947483254
106	kf	5	0.8583233605456424
106	kf	6	0.7880841025862668
106	kf	7	0.4169021390354792
106	kf	8	0.16620744376076652
106	kf	9	0.5316482643273839
107	kd	0	
107	kd	1	
107	kd	2	
107	kd	3	
107	kd	4	
107	kd	5	
107	kd	6	
107	kd	7	
107	kd	8	
107	kd	9	
107	kd	10	
107	kd	11	
107	kf	0	0.6184519157277276
107	kf	1	0.30005827568664895
107	kf	2	1.0
107	kf	3	0.6188270769944786
107	kf	4	0.3398782633867145
107	kf	5	0.7728065218443454
107	kf	6	0.03563859805063294
107	kf	7	0.8301737662499487
107	kf	8	0.9624599844800409
107	kf	9	0.9165935682534724
107	kf	10	0.36600566473545243
107	kf	11	0.5904216344035984
108	kd	0	
108	kd	1	
108	kd	2	
108	kd	3	
108	kd	4	
108	kd	5	
108	kd	6	
108	kd	7	
108	kd	8	
108	kf	0	0.4838852294851496
108	kf	1	0.029145678526469602
108	kf	2	0.14558465009844768
108	kf	3	0.8873499290961941
108	kf	4	1.0
108	kf	5	0.6979995671287581
108	kf	6	0.6056249396761415
108	kf	7	0.6217127371198176
108	kf	8	0.34017633592188
109	kd	0	
109	kd	1	
109	kd	2	
109	kd	3	
109	kd	4	
109	kd	5	
109	kd	6	
109	kd	7	
109	kd	8	
109	kd	9	
109	kd	10	
109	kf	0	0.7878944476913833
109	kf	1	0.4414054675078096
109	kf	2	0.6802686720988083
109	kf	3	0.19611689829820195
109	kf	4	0.7482515493392295
109	kf	5	0.06625546340029671
109	kf	6	1.0
109	kf	7	0.6051319398594504
109	kf	8	0.9205663397031185
109	kf	9	0.4495474369245359
109	kf	10	0.3293451955337344
110	kd	0	
110	kd	1	
110	kd	2	
110	kd	3	
110	kd	4	
110	kd	5	
110	kd	6	
110	kd	7	
110	kd	8	
110	kd	9	
110	kf	0	0.8729722750274135
110	kf	1	0.6386430999809145
110	kf	2	0.918872827043446
110	kf	3	0.2820881225254688
110	kf	4	0.16778470406410223
110	kf	5	1.0
110	kf	6	0.49342751679695723
110	kf	7	0.5549502969521533
110	kf	8	0.698376618726747
110	kf	9	0.8534222590563937
111	kd	0	
111	kd	1	
111	kd	2	
111	kd	3	
111	kd	4	
111	kd	5	
111	kd	6	
111	kd	7	
111	kd	8	
111	kd	9	
111	kf	0	0.7360712633995518
111	kf	1	0.13189699646616443
111	kf	2	0.3279504387819199
111	kf	3	0.08720422709227955
111	kf	4	0.10447654289594376
111	kf	5	0.024106059849255197
111	kf	6	0.3179147171489724
111	kf	7	0.4812681746956274
111	kf	8	0.9591769992702959
111	kf	9	1.0
112	kd	0	
112	kd	1	
112	kd	2	
112	kd	3	
112	kd	4	
112	kd	5	
112	kd	6	
112	kd	7	
112	kd	8	
112	kd	9	
112	kf	0	0.6523966894624437
112	kf	1	0.5820706352769263
112	kf	2	0.5652254671040869
112	kf	3	0.030400974830836036
112	kf	4	0.33949245791439253
112	kf	5	0.3372114416852629
112	kf	6	0.9601629322145139
112	kf	7	1.0
112	kf	8	0.48462790777377124
112	kf	9	0.893443113764956
113	kd	0	
113	kd	1	
113	kd	2	
113	kd	3	
113	kd	4	
113	kd	5	
113	kd	6	
113	kd	7	
113	kd	8	
113	kd	9	
113	kf	0	1.0
113	kf	1	0.30280460676975324
113	kf	2	0.9135777195941174
113	kf	3	0.3362584592388539
113	kf	4	0.2811490514885487
113	kf	5	0.9504980824779103
113	kf	6	0.06132152642163463
113	kf	7	0.578772254133543
113	kf	8	0.7345343157064318
113	kf	9	0.16177133702290403
114	kd	0	
114	kd	1	
114	kd	2	
114	kd	3	
114	kd	4	
114	kd	5	
114	kd	6	
114	kd	7	
114	kd	8	
114	kf	0	0.5754199918735239
114	kf	1	0.4538443320024644
114	kf	2	0.5204879445849669
114	kf	3	0.2838351668395317
114	kf	4	0.5577338739620956
114	kf	5	1.0
114	kf	6	0.8816994695935128
114	kf	7	0.2440675345010346
114	kf	8	0.6678974614263734
115	kd	0	
115	kd	1	
115	kd	2	
115	kd	3	
115	kd	4	
115	kd	5	
115	kd	6	
115	kd	7	
115	kd	8	
115	kd	9	
115	kd	10	
115	kd	11	
115	kf	0	0.7827512592617338
115	kf	1	0.6732716487389645
115	kf	2	1.0
115	kf	3	0.7324329089913191
115	kf	4	0.3945411222175421
115	kf	5	0.42183969498103074
115	kf	6	0.4146175415397931
115	kf	7	0.1844860725926511
115	kf	8	0.3982587065466885
115	kf	9	0.8244503779033614
115	kf	10	0.6510167191867379
115	kf	11	0.921464137721085
116	kd	0	
116	kd	1	
116	kd	2	
116	kd	3	
116	kd	4	
116	kd	5	
116	kd	6	
116	kf	0	0.8300326250100354
116	kf	1	0.6786480068677767
116	kf	2	0.912604863774916
116	kf	3	1.0
116	kf	4	0.3009725945055474
116	kf	5	0.5798947626670375
116	kf	6	0.1890649431783446
117	kd	0	
117	kd	1	
117	kd	2	
117	kd	3	
117	kd	4	
117	kd	5	
117	kd	6	
117	kd	7	
117	kd	8	
117	kd	9	
117	kd	10	
117	kf	0	0.6697009574746303
117	kf	1	0.17186965323056755
117	kf	2	0.21780832682419646
117	kf	3	1.0
117	kf	4	0.17108550597098898
117	kf	5	0.037777078164613356
117	kf	6	0.5513571168459143
117	kf	7	0.8322017181317628
117	kf	8	0.7207495437654117
117	kf	9	0.10347644633164008
117	kf	10	0.5624873075877682
118	kd	0	
118	kd	1	
118	kd	2	
118	kd	3	
118	kd	4	
118	kd	5	
118	kd	6	
118	kd	7	
118	kd	8	
118	kd	9	
118	kd	10	
118	kf	0	0.7620966627181175
118	kf	1	0.45149183739992077
118	kf	2	0.6799055929275244
118	kf	3	0.47824471488127457
118	kf	4	0.610322195757452
118	kf	5	0.27817771283088166
118	kf	6	1.0
118	kf	7	0.6045883411096936
118	kf	8	0.11006478749892429
118	kf	9	0.02025515806395597
118	kf	10	0.4460879839481812
119	kd	0	
119	kd	1	
119	kd	2	
119	kd	3	
119	kd	4	
119	kd	5	
119	kd	6	
119	kd	7	
119	kd	8	
119	kd	9	
119	kd	10	
119	kf	0	0.05658517794931778
119	kf	1	0.38208486171598327
119	kf	2	0.1903092201660122
119	kf	3	0.3962343531201814
119	kf	4	0.4604271745914338
119	kf	5	0.04291628855806724
119	kf	6	0.25697397856947296
119	kf	7	0.9839897281412652
119	kf	8	0.45081199461476484
119	kf	9	0.7553070326298055
119	kf	10	1.0
120	kd	0	
120	kd	1	
120	kd	2	
120	kd	3	
120	kd	4	
120	kd	5	
120	kd	6	
120	kd	7	
120	kd	8	
120	kd	9	
120	kd	10	
120	kd	11	
120	kf	0	0.31224549926405754
120	kf	1	0.2504804373390348
120	kf	2	0.13689030455237325
120	kf	3	0.3456208060264701
120	kf	4	1.0
120	kf	5	0.23258140238803093
120	kf	6	0.3840278730245199
120	kf	7	0.10696273013821682
120	kf	8	0.7162571742522776
120	kf	9	0.7155798122351832
120	kf	10	0.27766598030164424
120	kf	11	0.619790593535794
121	kd	0	
121	kd	1	
121	kd	2	
121	kd	3	
121	kd	4	
121	kd	5	
121	kd	6	
121	kd	7	
121	kd	8	
121	kf	0	0.417220693970061
121	kf	1	0.23450724338757248
121	kf	2	0.30668320562095
121	kf	3	1.0
121	kf	4	0.7816188486566912
121	kf	5	0.51003734673756
121	kf	6	0.7673126773281217
121	kf	7	0.6647935530687138
121	kf	8	0.37181315173756935
122	kd	0	
122	kd	1	
122	kd	2	
122	kd	3	
122	kd	4	
122	kd	5	
122	kd	6	
122	kd	7	
122	kd	8	
122	kf	0	0.08281790682081858
122	kf	1	0.9913971114133989
122	kf	2	0.37652589599623665
122	kf	3	1.0
122	kf	4	0.45053148774460533
122	kf	5	0.8207092731535873
122	kf	6	0.318151041665671
122	kf	7	0.45711396391749787
122	kf	8	0.9076984528927378
123	kd	0	
123	kd	1	
123	kd	2	
123	kd	3	
123	kd	4	
123	kd	5	
123	kf	0	0.4430210938400058
123	kf	1	0.2447356605941061
123	kf	2	0.7847656430055985
123	kf	3	0.25769302145474227
123	kf	4	1.0
123	kf	5	0.29111140584052886
124	kd	0	
124	kd	1	
124	kd	2	
124	kd	3	
124	kd	4	
124	kd	5	
124	kd	6	
124	kd	7	
124	kd	8	
124	kd	9	
124	kd	10	
124	kf	0	0.8023772618229912
124	kf	1	0.8587317388573616
124	kf	2	0.7452395193058626
124	kf	3	0.31528992435323394
124	kf	4	0.19347277974743698
124	kf	5	0.6092708447097729
124	kf	6	0.2714555158221993
124	kf	7	1.0
124	kf	8	0.6305928105750549
124	kf	9	0.6371702305158354
124	kf	10	0.46807792508856155
125	kd	0	
125	kd	1	
125	kd	2	
125	kf	0	1.0
125	kf	1	0.5380086272557623
125	kf	2	0.947653468444005
126	kd	0	
126	kd	1	
126	kd	2	
126	kd	3	
126	kd	4	
126	kd	5	
126	kd	6	
126	kd	7	
126	kd	8	
126	kd	9	
126	kd	10	
126	kd	11	
126	kf	0	0.7849146966865586
126	kf	1	0.21639525909159357
126	kf	2	0.1425012402581108
126	kf	3	0.3805452622809666
126	kf	4	0.5919607253171458
126	kf	5	0.582299493896934
126	kf	6	0.13991922474313345
126	kf	7	0.7210543131038544
126	kf	8	0.03554388739674409
126	kf	9	0.7277965469648416
126	kf	10	1.0
126	kf	11	0.20940778389216455
127	kd	0	
127	kd	1	
127	kd	2	
127	kd	3	
127	kd	4	
127	kd	5	
127	kf	0	0.8466586383369202
127	kf	1	0.12095728587068331
127	kf	2	1.0
127	kf	3	0.16455846758530457
127	kf	4	0.40512054469708164
127	kf	5	0.30484005384218665
128	kd	0	
128	kd	1	
128	kd	2	
128	kd	3	
128	kd	4	
128	kd	5	
128	kd	6	
128	kd	7	
128	kd	8	
128	kd	9	
128	kf	0	0.10155442703050836
128	kf	1	1.0
128	kf	2	0.4274946384660191
128	kf	3	0.2958356439568582
